Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001842,E02002148,21,0,0,0,4,1,0,10,4,0,2,0,3418.479044228483,0.019304374901094205
E02001842,E02006809,25,0,0,0,2,1,0,15,1,1,5,0,2161.432911446787,0.020506489588249303
E02001842,E02006895,15,0,0,0,3,0,0,10,2,0,0,0,9663.207909235956,0.01980927113373334
E02001842,E02006896,72,0,0,0,29,0,2,35,4,0,2,0,9224.522837889179,0.019595153272604835
E02001842,E02006897,48,0,0,0,16,0,0,30,2,0,0,0,8991.37017384234,0.018418189150975282
E02001842,E02006898,62,0,0,1,22,0,1,30,7,0,1,0,8187.346766973971,0.01744480782806457
E02001842,E02006899,211,0,0,5,110,0,1,74,19,1,1,0,NA,0.01846547752841948
E02001842,E02006900,19,0,0,0,4,0,0,13,0,0,2,0,11459.665488524997,0.020216157743765163
E02001843,E02001834,33,0,0,0,3,0,0,21,2,0,7,0,2063.5074034528375,0.02103694497295533
E02001843,E02001837,28,0,0,0,0,0,0,17,6,0,5,0,1020.8256336427899,0.024748278801993807
E02001843,E02001839,81,0,0,0,7,0,2,39,5,2,26,0,1262.1817961050526,0.031996119093622745
E02001843,E02001840,35,0,0,0,4,0,0,22,1,0,8,0,1685.9301342482756,0.018244999136464633
E02001843,E02001843,126,0,0,3,17,0,0,38,7,0,61,0,0,0.01802199340355971
E02001843,E02001845,32,0,0,0,0,1,0,18,1,1,11,0,1006.4637461705643,0.020151448095585472
E02001843,E02001848,51,0,0,0,5,0,0,23,3,0,20,0,1322.3146730017356,0.01780286414511176
E02001843,E02001849,40,0,0,0,15,0,0,19,3,2,1,0,3737.2073542486296,0.020705400672034892
E02001843,E02001850,50,0,0,0,14,0,0,31,3,1,1,0,3891.96812916008,0.017860205653055513
E02001843,E02001851,15,0,0,0,3,0,0,12,0,0,0,0,6539.258150426868,0.020334977879427906
E02001843,E02001854,48,0,0,0,10,0,0,32,4,1,1,0,5579.8242315436655,0.01926166646846239
E02001843,E02001855,32,0,0,0,8,1,0,21,1,1,0,0,8278.02009069206,0.030822514794702514
